lista
1995010100
1995010106
1995010112
1995010118
1995010600
1995010606
1995010612
1995010618
1995011100
1995011106
1995011112
1995011118
1995011600
1995011606
1995011612
1995011618
1995012100
1995012106
1995012112
1995012118
1995012600
1995012606
1995012612
1995012618
1995013100
1995013106
1995013112
1995013118
1995020500
1995020506
1995020512
1995020518
1995021000
1995021006
1995021012
1995021018
1995021500
1995021506
1995021512
1995021518
1995022000
1995022006
1995022012
1995022018
1995022500
1995022506
1995022512
1995022518
1995030200
1995030206
1995030212
1995030218
1995030700
1995030706
1995030712
1995030718
1995031200
1995031206
1995031212
1995031218
1995031700
1995031706
1995031712
1995031718
1995032200
1995032206
1995032212
1995032218
1995032700
1995032706
1995032712
1995032718
1995040100
1995040106
1995040112
1995040118
1995040600
1995040606
1995040612
1995040618
1995041100
1995041106
1995041112
1995041118
1995041600
1995041606
1995041612
1995041618
1995042100
1995042106
1995042112
1995042118
1995042600
1995042606
1995042612
1995042618
1995050100
1995050106
1995050112
1995050118
1995050600
1995050606
1995050612
1995050618
1995051100
1995051106
1995051112
1995051118
1995051600
1995051606
1995051612
1995051618
1995052100
1995052106
1995052112
1995052118
1995052600
1995052606
1995052612
1995052618
1995053100
1995053106
1995053112
1995053118
1995060500
1995060506
1995060512
1995060518
1995061000
1995061006
1995061012
1995061018
1995061500
1995061506
1995061512
1995061518
1995062000
1995062006
1995062012
1995062018
1995062500
1995062506
1995062512
1995062518
1995063000
1995063006
1995063012
1995063018
1995070500
1995070506
1995070512
1995070518
1995071000
1995071006
1995071012
1995071018
1995071500
1995071506
1995071512
1995071518
1995072000
1995072006
1995072012
1995072018
1995072500
1995072506
1995072512
1995072518
1995073000
1995073006
1995073012
1995073018
1995080400
1995080406
1995080412
1995080418
1995080900
1995080906
1995080912
1995080918
1995081400
1995081406
1995081412
1995081418
1995081900
1995081906
1995081912
1995081918
1995082400
1995082406
1995082412
1995082418
1995082900
1995082906
1995082912
1995082918
1995090300
1995090306
1995090312
1995090318
1995090800
1995090806
1995090812
1995090818
1995091300
1995091306
1995091312
1995091318
1995091800
1995091806
1995091812
1995091818
1995092300
1995092306
1995092312
1995092318
1995092800
1995092806
1995092812
1995092818
1995100300
1995100306
1995100312
1995100318
1995100800
1995100806
1995100812
1995100818
1995101300
1995101306
1995101312
1995101318
1995101800
1995101806
1995101812
1995101818
1995102300
1995102306
1995102312
1995102318
1995102800
1995102806
1995102812
1995102818
1995110200
1995110206
1995110212
1995110218
1995110700
1995110706
1995110712
1995110718
1995111200
1995111206
1995111212
1995111218
1995111700
1995111706
1995111712
1995111718
1995112200
1995112206
